future_id,primary_id,group_1_ef_agrc_anaerobicdom_rice_kg_ch4_ha,group_2_frac_agrc_agriculture_production_lost,group_3_frac_agrc,group_4_qty_ccsq_mt_co2_captured_sequestered_by_direct_air_capture,group_5_nemomod_entc_frac_min_share_production_fp_hydrogen,group_6_nemomod_en,group_7_,group_8_frac_fgtv_drained_and_waste_ch4_flared_fuel,group_9_efficfactor_enfu_industrial_energy_fuel,group_10_scalar_inen_energy_demand,group_11_frac_inen_energy,group_12_frac_ippu_cement_clinker,group_13_ef_ippu_tonne_c,group_14_ef_ippu_tonne_n2o_per_tonne_production,group_15_ef_ippu_tonne_c,group_16_pij_lndu,group_17_frac_lndu_improved_pastures,group_18_lndu_reallocation_factor,group_19_gasrf_lsmm_biogas_anaerobic,group_20_frac_lvst_mm,group_21_frac_lvst_mm,group_22_frac_lvst_mm_chickens,group_23_ef_lvst_entferm,group_24_frac_gnrl_eating_red_meat,group_25_frac_ippu_production_with_co2_capture,group_26_scalar_scoe_heat_energy_demand,group_27_scalar_scoe_appliance_energy_demand,group_28_frac_scoe_heat_energy,group_29_demscalar_soil_liming_per_area,group_30_demscalar_soil_fertilizer_n_per_area,group_31_demscalar_trde,group_32_elecfuelefficiency_trns,group_33_fuelefficiency_trns,group_34_occrate_trns_passenger_per_vehicle_road_light,group_35_frac_trns_fuelmix_road_light,group_36_frac_trns_fuelmix_water_borne,group_37_frac_trns_fuelmix,group_38_frac_trns_fuelmix_rail,group_39_frac_trns_mtkm_dem_freight,group_40_frac_trns_pkm_dem_private_and_public,group_41_frac_trns_pkm_dem_regional,group_42_gasrf_trww_biogas_treated,group_43_frac_waso,group_44_frac_waso_lgc_recovered_for_energy,group_45_frac_waso_recycled,group_46_exports_enfu_pj_fuel,group_47_cost_enfu_fuel,group_48_gdp_mmm_usd,group_49_scalar_inen_energy_demand_other_product_manufacturing,group_50_elasticity_ippu,group_51_elasticity_ippu_product_use,group_52_population_gnrl,group_53_elasticity_scoe_enerdem_per,group_54_nemomod_enst_capital_cost_st,group_55_nemomod_entc,group_56_nemomod_entc,group_57_nemomod_entc,group_58_elasticity_trde_mtkm_to_gdp_freight,group_59_elasticity_trde_pkm_to_gdppc,emission_avg_last_five_years,total_emissions,production_total,production_cost_total,technical_cost,air_pollution
1,43800439,0.8030109619870458,0.4963432498426662,0.168613418836765,0.2033818925840797,0.6876397994056984,0.6514713169838346,0.1678221997276678,0.3185409917696735,0.0196319400888165,0.2068470675869368,0.352311224660582,0.2559943921985441,0.9439053565480924,0.2770508283760174,0.4410345242904263,0.0223008238808534,0.3014284801363093,0.1491133069468549,0.0560367327959509,0.7789913091554616,0.4017575052392508,0.5659120906256675,0.5592877541342828,0.2986730354500073,0.0785794278937935,0.12086239793663,0.7751380999690999,0.080063598479398,0.8551359170297428,0.6925878317379126,0.92808996599614,0.7075231633456417,0.0751359585875907,0.6846828218603642,0.9807886424066168,0.5491563818634638,0.7201732617966885,0.6503731624368704,0.4380191856470344,0.4542915317258167,0.1474858287292864,0.2578115638965976,0.2569995040225287,0.9138411943221516,0.1784287407136162,0.7757856453774415,0.3773557619133655,0.2028132244115457,0.3540568034036772,0.4791643691816927,0.5475975955527079,0.0304099390235899,0.3627377176884798,0.9586384964063936,0.6099314624364919,0.1106024930985763,0.2288794852031436,0.0232507578390544,0.51986363510427,228.68985097645563,6450.512091253436,1089194705.0509398,28964561784.465466,0.0,31.872189040198784
2,43800440,0.1867676552720787,0.1613600917360219,0.7156587757746168,0.5205220263117708,0.2446244026828998,0.4325188815486913,0.6620779590257974,0.6596726936949996,0.2693616647143271,0.8230995442080203,0.1736552861667262,0.5821031401501953,0.5350255237460975,0.5946973823953983,0.2348339324770068,0.0448771494343965,0.2818590765354146,0.0719052267974271,0.439485391275989,0.4097365334784644,0.7930070076431639,0.0305555569827224,0.3499284472822642,0.2327567713944237,0.5999270060240025,0.6932328576422006,0.929690440066562,0.1521745894271075,0.280051766246173,0.1734260738100196,0.1261642856985161,0.2127142103096722,0.8469525328293316,0.8270487989471575,0.3629171989333616,0.1076410058922586,0.0672500473448355,0.8261133206476114,0.2092365345374294,0.3497700841124433,0.1788762399133355,0.9033042806989884,0.0438035858766409,0.8495358926782328,0.152402709707742,0.9448736834912684,0.078817877289423,0.6310848796844076,0.1393420851952991,0.5236115430659591,0.0705139939701999,0.4598400781186663,0.4869413994931593,0.7990620527681579,0.6466200817907741,0.8902915270261977,0.243775999886157,0.8818968400502201,0.3074675957425295,251.34742408214555,6683.626924683131,1063473117.1915325,26654385957.51922,0.0,13.453895249810675
3,43800441,0.2846093532265286,0.1293255526773426,0.3620108933236303,0.4344256024885172,0.4228400195871816,0.6836871116590351,0.1411292246295571,0.4929683288784252,0.7577137377416189,0.6250872277683918,0.1282663014421831,0.6494670155733087,0.1074005435711914,0.4672054633811409,0.3371493670543973,0.4406693494341773,0.65597122087047,0.524043410724699,0.1338476403109949,0.8910592903046993,0.2643410166192912,0.4066812858492978,0.5740606474708725,0.2481412395858597,0.7473297464136617,0.1494452529924329,0.1786476767689646,0.6023236485380137,0.2611188986632446,0.4294557953150711,0.569602872709555,0.557290373980267,0.2070582202469052,0.6153911016410396,0.7556675971162699,0.1577941174217009,0.4891784193288848,0.0750408805962584,0.0872260730358832,0.2768996252230495,0.2689929096664606,0.8682861044726853,0.9733480585448724,0.8348947366958527,0.4855661815844951,0.3695744648294378,0.1732858981175004,0.992485997030612,0.5226083186242245,0.4289922394612138,0.1751129413519598,0.4978953742504227,0.8928888595925425,0.6034654989784453,0.1974230628213421,0.2287481616480915,0.1486478248218151,0.914823138110206,0.0786666887575396,184.69077672642058,5766.14073199534,1047608343.497252,29479608323.63285,0.0,20.233116310695923
4,43800442,0.6464706644517632,0.0467735018416146,0.6890499851546995,0.0703667079657962,0.2599215893048776,0.168925886766532,0.2468487044841708,0.1851253122754547,0.1799463467627418,0.4903525794824186,0.4477211105011282,0.5548288361113243,0.9424622629552176,0.7261353093548819,0.6115346245480133,0.9787873395837688,0.193964188445113,0.8750409321304374,0.0024331234065945,0.927046373320846,0.8297678064881954,0.381932100706485,0.8745079692770296,0.7054416740785068,0.8303085239557153,0.5872974746818488,0.8783680888555612,0.7514416259673012,0.6445627153636149,0.8168943666477639,0.4991673798012261,0.2034910487614483,0.076699147904293,0.8127671242457749,0.9535475625221336,0.1589041397953667,0.381424619340382,0.5128519860380232,0.3896428887762023,0.5711414966823478,0.0248039577835936,0.1399910945637257,0.4702035734299652,0.5329595387486499,0.9190464339055276,0.925750470776004,0.3167847141478191,0.8097876319733133,0.4585060779137723,0.1331600000864798,0.2309213273214475,0.113836164164312,0.0844936623800095,0.2154859870812512,0.268124033125156,0.1146966688697341,0.2151409943847958,0.4002832605836898,0.0135579572952908,279.1585637665459,7107.472491637671,995542752.9363841,29952367248.813087,0.0,20.15514304539328
5,43800443,0.8334881802876255,0.0720176174736351,0.8452393387762867,0.1605061621422567,0.3983691293400641,0.1254516435702193,0.1157642316583097,0.692139455602927,0.6554397020147041,0.3694288778473595,0.2155869809595228,0.7674042844021626,0.6095815636703582,0.0307142563090239,0.136047141268095,0.9948410722694736,0.6857302764162541,0.58995193282285,0.8528619583762591,0.3359114678596079,0.1243995515326315,0.6638542668971772,0.3075624942524044,0.7916475565954119,0.0112350578526132,0.457969507849512,0.159188267194538,0.8453176654128256,0.7611352122887151,0.1294660014124804,0.4534176879296406,0.3352791436649256,0.4691531221522022,0.383777866572527,0.5709348639637245,0.5974677117266585,0.743768489492046,0.1268980572406886,0.8928063770666894,0.4222241919006851,0.0281445001653027,0.1330228371170438,0.19564597079533,0.0619395453996904,0.1221081997650898,0.861580697496357,0.3833170235662568,0.886344160446001,0.8654341718562546,0.9306586167114,0.5987687918954838,0.9318464271005492,0.5046234077184196,0.6618237692103819,0.4185521967111295,0.0426834958127069,0.3692310290105074,0.4535877777959891,0.8003513139974342,336.8344836096868,7737.210437914687,1074846463.9222114,32347306510.539455,0.0,26.887590317970123
6,43800444,0.1607114869876807,0.0145590633560989,0.9060579247207704,0.0134964957271358,0.5428346720885656,0.843777576728373,0.7357099831872432,0.6067627034713425,0.1563061371771,0.5805267190027555,0.9833425914225252,0.8417393502260336,0.1004276141573129,0.8075225897617514,0.1278877879420454,0.5896988959772189,0.4781840158782202,0.8354513878893505,0.3623281383396855,0.2299193418230942,0.1931289970254088,0.3060936458262687,0.0023970518254262,0.4902759436240488,0.663140993444693,0.5940173640539763,0.61427128151484,0.9582708744310484,0.6585820011470861,0.5596843315199431,0.9233024179335482,0.8827487546119468,0.8831107328894725,0.8329505750310321,0.4474196558158944,0.0575272127217258,0.7611038517575845,0.7837624355097015,0.1232943561725074,0.2654373898792902,0.9315608414209636,0.9775716575189772,0.5787029187506287,0.528622011209702,0.2273269218648688,0.7077674129265698,0.1524272182476571,0.7962639416767083,0.9384155259365896,0.8575427625317421,0.6077023291479835,0.4374619425946904,0.2942655183506322,0.9849889015805222,0.778395512839865,0.7487020775977289,0.9169523635539024,0.9995685974710836,0.9479060177583776,125.37193568329344,5037.482904351872,798947408.986765,34691921882.30225,0.0,33.498116989682565
7,43800445,0.5208004925867148,0.3882516671447059,0.5621310285824722,0.1425981203180035,0.1377902116875524,0.1365607980125618,0.5535595985965656,0.5811428619479576,0.1133729510064411,0.4775333693563581,0.8731850295074048,0.0748443491914301,0.4111398870969548,0.1879121854913802,0.3706435427699245,0.6854014979263087,0.3101486847775109,0.5662073114009738,0.1067783426693325,0.3878458164490812,0.6556907294718634,0.9728167537327193,0.8331038661227502,0.985822437936168,0.2428706711543257,0.7982302528723557,0.6594473542702411,0.0859765016095659,0.5267408971432689,0.5884294914020963,0.0297838222098589,0.1685941144529856,0.2220099988932878,0.025136464025612,0.0760469930507595,0.0454779445978456,0.6120873100185525,0.5962396335706562,0.526723879688796,0.6842073657944951,0.1421203592920971,0.9491616755997236,0.1290967219548348,0.2284326724827486,0.038945266468453,0.6095743966486734,0.0362612503268184,0.814765010971946,0.7833798539115505,0.6100140114163962,0.3035333902009358,0.6598812561521903,0.1165910641920911,0.6178129751470801,0.1387978496200601,0.6780976588835343,0.5053059596066516,0.3565687055152745,0.4559346893935075,236.9130885144669,6513.076177740279,851557794.7606213,33698774989.305042,3730.8374591761503,19.45015126219762
8,43800446,0.5253657467753363,0.4169552424322968,0.9612875622438884,0.7431853551364831,0.9990753070488044,0.794693652928846,0.0499319801339967,0.8268346165321202,0.8787864612681193,0.7661624740355297,0.0799278051817444,0.6452592291004319,0.4004385909847554,0.8674452302265476,0.3693836381917421,0.164676823997194,0.7345463146797813,0.9971779764817954,0.3111227644716547,0.9684819347080026,0.3102420048350602,0.159928129933902,0.605514152793951,0.571024797009826,0.6766845595232608,0.8941258238562781,0.9515702433277954,0.0470409952168999,0.271101060612646,0.4163475159784744,0.887793199374666,0.2133816638652166,0.1394158734917625,0.829264653228117,0.5310331709112143,0.1123051763327758,0.9202179157431242,0.8441862412467059,0.0398147744827811,0.0216334132774982,0.3061057770783717,0.4160721721345031,0.2166399770514687,0.3590596096499232,0.8205262170246936,0.4745141953600743,0.1195263960842202,0.9644032359481368,0.1454679887861402,0.1618929024332532,0.0207389504524484,0.179176345859239,0.5206362726394963,0.8997892752948689,0.2984584289918102,0.5351511287220205,0.3930828600554136,0.404877301226801,0.9167673081644244,157.87268150415213,5467.162629596862,1021335865.5072592,26824032294.595963,1616.3734631262664,29.291166715791686
9,43800447,0.9641834099356243,0.3150602171455066,0.3158824178588434,0.647130589605877,0.2943081596532073,0.556259976264046,0.6430726004232257,0.9854505033333756,0.7044340742614642,0.7768479021924247,0.7423676387054211,0.4546383537989025,0.7170150221241329,0.384864272563895,0.0755734910513133,0.5454128745949094,0.1392140236093411,0.6887319623606026,0.1464441492544686,0.5888122042823558,0.2561246592381532,0.2855522513219894,0.5282477037580079,0.4270518404921068,0.3660512676950739,0.1575139467989603,0.9730894219139156,0.8031249262751672,0.3354058536284243,0.4738538372071575,0.3985050226682153,0.1499614302695031,0.4151546716052782,0.8183136861240803,0.8309310354829987,0.8011210583906397,0.6608898345470964,0.0721526678354002,0.6145501828020481,0.4447493577727183,0.6532922083106082,0.5551144512808884,0.4685507712988442,0.0529131842009564,0.2809438771772796,0.746991714562481,0.3717300674390938,0.8461019829501933,0.5735525275530158,0.2205730055256362,0.903002351216443,0.4143127927845407,0.6263844077546614,0.004026364715912,0.4312252982619829,0.8713572845511648,0.9813386945212828,0.6667619937585239,0.8914549078752881,159.41749673013254,5540.713727954564,827513065.3069911,31126443063.952244,3288.015718616885,29.044968969486494
10,43800448,0.1093807853892355,0.9457059167895052,0.5633426377851026,0.1295036858058062,0.6106494194052556,0.6152571970093862,0.6858006137611613,0.9145281172335026,0.057401779875684,0.2806117942292686,0.3673710000833276,0.1807846470271049,0.8255262631902894,0.8992951462318972,0.7798341041288408,0.1037338860605223,0.0925299309558949,0.5376449501678348,0.6302784739510228,0.2845289065038883,0.1083328776421341,0.0122528768790248,0.976472721404085,0.6243705930756684,0.4186871370416269,0.3237714659812268,0.0159858290422643,0.4015110820825174,0.3674009930629347,0.0116311102295134,0.0847065611828727,0.177917108912484,0.7382498987923775,0.489552681318014,0.5373769390448265,0.556136664338187,0.8795027792694452,0.2699976000650214,0.0098058944370161,0.2538241075334853,0.92543841540025,0.1921095073540365,0.8746004661646206,0.995187347834316,0.4254658313373755,0.034756256104028,0.2103338625975507,0.498414698324385,0.9816432323070524,0.9042729319363324,0.8545581210081327,0.8675308988514635,0.3901387554277024,0.7760030495197774,0.5101551869995818,0.7861387515330067,0.4245013717515893,0.2126500683627421,0.1378785788122519,140.30029257936036,5014849.99065509,1083948611.168409,32605025575.14891,102253.99167068765,31.607586810900308
